event,date,location,r_fighter,b_fighter,status,r_kd,b_kd,r_str,b_str,r_td,b_td,r_sub,b_sub,weight_class,method,method_detailed,round,time
The Ultimate Fighter: Team Joanna vs. Team ClГЎudia Finale,7/8/2016,"Las Vegas, Nevada, USA",Kevin Lee,Jake Matthews,win,0,0,24,5,1,0,0,0,Lightweight,KO/TKO,Punches,1,4:06
The Ultimate Fighter: Team Joanna vs. Team ClГЎudia Finale,7/8/2016,"Las Vegas, Nevada, USA",Li Jingliang,Anton Zafir,win,0,0,6,5,1,2,0,0,Welterweight,KO/TKO,Punches,1,2:46
UFC Fight Night: Dos Anjos vs. Alvarez,7/7/2016,"Las Vegas, Nevada, USA",Eddie Alvarez,Rafael Dos Anjos,win,0,0,45,12,1,0,0,0,Lightweight,KO/TKO,Punches,1,3:49
UFC Fight Night: Dos Anjos vs. Alvarez,7/7/2016,"Las Vegas, Nevada, USA",Derrick Lewis,Roy Nelson,win,0,0,37,4,0,7,0,0,Heavyweight,S-DEC,,3,5:00
UFC Fight Night: Dos Anjos vs. Alvarez,7/7/2016,"Las Vegas, Nevada, USA",Alan Jouban,Belal Muhammad,win,3,0,86,77,0,2,0,0,Welterweight,U-DEC,,3,5:00
UFC Fight Night: Dos Anjos vs. Alvarez,7/7/2016,"Las Vegas, Nevada, USA",Joe Duffy,Mitch Clarke,win,1,0,3,1,0,0,1,0,Lightweight,SUB,Rear Naked Choke,1,0:25
UFC Fight Night: Dos Anjos vs. Alvarez,7/7/2016,"Las Vegas, Nevada, USA",Alberto Mina,Mike Pyle,win,1,0,16,2,2,0,0,1,Welterweight,KO/TKO,Flying Knee,2,1:17
UFC Fight Night: Dos Anjos vs. Alvarez,7/7/2016,"Las Vegas, Nevada, USA",John Makdessi,Mehdi Baghdad,win,0,1,84,60,0,0,0,0,Lightweight,S-DEC,,3,5:00
UFC Fight Night: Dos Anjos vs. Alvarez,7/7/2016,"Las Vegas, Nevada, USA",Anthony Birchak,Dileno Lopes,win,0,0,41,25,0,2,0,0,Bantamweight,S-DEC,,3,5:00
UFC Fight Night: Dos Anjos vs. Alvarez,7/7/2016,"Las Vegas, Nevada, USA",Pedro Munhoz,Russell Doane,win,0,0,14,18,1,0,1,0,Bantamweight,SUB,Guillotine Choke,1,2:08
UFC Fight Night: Dos Anjos vs. Alvarez,7/7/2016,"Las Vegas, Nevada, USA",Felipe Arantes,Jerrod Sanders,win,0,0,3,6,0,1,1,0,Bantamweight,SUB,Armbar,2,1:39
UFC Fight Night: Dos Anjos vs. Alvarez,7/7/2016,"Las Vegas, Nevada, USA",Gilbert Burns,Lukasz Sajewski,win,0,0,13,14,1,0,1,0,Lightweight,SUB,Armbar,1,4:57
UFC Fight Night: Dos Anjos vs. Alvarez,7/7/2016,"Las Vegas, Nevada, USA",Marco Beltran,Reginaldo Vieira,win,1,0,20,20,0,3,1,0,Bantamweight,SUB,Rear Naked Choke,2,3:04
UFC Fight Night: Dos Anjos vs. Alvarez,7/7/2016,"Las Vegas, Nevada, USA",Vicente Luque,Alvaro Herrera Mendoza,win,0,0,25,12,4,0,1,0,Welterweight,SUB,D'Arce Choke,2,3:52
UFC Fight Night: MacDonald vs Thompson,6/18/2016,"Ottawa, Ontario, Canada",Stephen Thompson,Rory MacDonald,win,0,0,110,61,0,0,0,0,Welterweight,U-DEC,,5,5:00
UFC Fight Night: MacDonald vs Thompson,6/18/2016,"Ottawa, Ontario, Canada",Donald Cerrone,Patrick Cote,win,3,0,73,46,2,0,1,0,Welterweight,KO/TKO,Punches,3,2:35
UFC Fight Night: MacDonald vs Thompson,6/18/2016,"Ottawa, Ontario, Canada",Steve Bosse,Sean O'Connell,win,0,1,93,84,1,0,0,0,Light Heavyweight,U-DEC,,3,5:00
UFC Fight Night: MacDonald vs Thompson,6/18/2016,"Ottawa, Ontario, Canada",Olivier Aubin-Mercier,Thibault Gouti,win,0,0,44,29,3,0,1,0,Lightweight,SUB,Rear Naked Choke,3,2:28
UFC Fight Night: MacDonald vs Thompson,6/18/2016,"Ottawa, Ontario, Canada",Joanne Wood,Valerie Letourneau,win,2,0,115,80,3,0,0,0,Women's Flyweight,KO/TKO,Kick,3,2:44
UFC Fight Night: MacDonald vs Thompson,6/18/2016,"Ottawa, Ontario, Canada",Jason Saggo,Leandro Silva,win,0,0,48,47,1,2,0,0,Lightweight,S-DEC,,3,5:00
UFC Fight Night: MacDonald vs Thompson,6/18/2016,"Ottawa, Ontario, Canada",Misha Cirkunov,Ion Cutelaba,win,0,0,44,24,1,0,1,0,Light Heavyweight,SUB,Arm Triangle,3,1:22
UFC Fight Night: MacDonald vs Thompson,6/18/2016,"Ottawa, Ontario, Canada",Krzysztof Jotko,Tamdan McCrory,win,1,0,4,2,0,0,0,0,Middleweight,KO/TKO,Punch,1,0:59
UFC Fight Night: MacDonald vs Thompson,6/18/2016,"Ottawa, Ontario, Canada",Joe Soto,Chris Beal,win,0,0,47,76,1,0,2,0,Bantamweight,SUB,Rear Naked Choke,3,3:39
UFC Fight Night: MacDonald vs Thompson,6/18/2016,"Ottawa, Ontario, Canada",Elias Theodorou,Sam Alvey,win,0,0,37,24,0,0,0,0,Middleweight,U-DEC,,3,5:00
UFC Fight Night: MacDonald vs Thompson,6/18/2016,"Ottawa, Ontario, Canada",Randa Markos,Jocelyn Jones-Lybarger,win,0,0,86,79,1,1,1,0,Women's Strawweight,U-DEC,,3,5:00
UFC Fight Night: MacDonald vs Thompson,6/18/2016,"Ottawa, Ontario, Canada",Colby Covington,Jonathan Meunier,win,1,0,19,16,5,0,1,0,Welterweight,SUB,Rear Naked Choke,3,0:54
UFC Fight Night: MacDonald vs Thompson,6/18/2016,"Ottawa, Ontario, Canada",Ali Bagautinov,Geane Herrera,win,0,0,90,13,5,1,0,2,Flyweight,U-DEC,,3,5:00
UFC 199: Rockhold vs. Bisping 2,6/4/2016,"Los Angeles, California, USA",Michael Bisping,Luke Rockhold,win,2,0,21,17,0,0,0,0,Middleweight,KO/TKO,Punch,1,3:36
UFC 199: Rockhold vs. Bisping 2,6/4/2016,"Los Angeles, California, USA",Dominick Cruz,Urijah Faber,win,1,0,87,34,3,1,0,0,Bantamweight,U-DEC,,5,5:00
UFC 199: Rockhold vs. Bisping 2,6/4/2016,"Los Angeles, California, USA",Max Holloway,Ricardo Lamas,win,0,0,103,64,0,0,2,0,Featherweight,U-DEC,,3,5:00
UFC 199: Rockhold vs. Bisping 2,6/4/2016,"Los Angeles, California, USA",Dan Henderson,Hector Lombard,win,1,1,13,23,0,2,0,2,Middleweight,KO/TKO,Elbow,2,1:27
UFC 199: Rockhold vs. Bisping 2,6/4/2016,"Los Angeles, California, USA",Dustin Poirier,Bobby Green,win,2,0,36,16,0,0,0,0,Lightweight,KO/TKO,Punch,1,2:53
UFC 199: Rockhold vs. Bisping 2,6/4/2016,"Los Angeles, California, USA",Brian Ortega,Clay Guida,win,1,1,62,62,0,0,0,0,Featherweight,KO/TKO,Knee,3,4:40
UFC 199: Rockhold vs. Bisping 2,6/4/2016,"Los Angeles, California, USA",Beneil Dariush,James Vick,win,2,0,46,9,0,0,0,0,Lightweight,KO/TKO,Punch,1,4:16
UFC 199: Rockhold vs. Bisping 2,6/4/2016,"Los Angeles, California, USA",Jessica Andrade,Jessica Penne,win,0,0,117,27,0,0,0,0,Women's Strawweight,KO/TKO,Punches,2,2:56
UFC 199: Rockhold vs. Bisping 2,6/4/2016,"Los Angeles, California, USA",Alex Caceres,Cole Miller,win,1,0,97,33,5,3,0,1,Featherweight,U-DEC,,3,5:00
UFC 199: Rockhold vs. Bisping 2,6/4/2016,"Los Angeles, California, USA",Sean Strickland,Tom Breese,win,0,0,73,62,0,0,0,0,Welterweight,S-DEC,,3,5:00
UFC 199: Rockhold vs. Bisping 2,6/4/2016,"Los Angeles, California, USA",Henrique da Silva,Jonathan Wilson,win,0,1,81,66,0,1,0,0,Light Heavyweight,KO/TKO,Punches,2,4:11
UFC 199: Rockhold vs. Bisping 2,6/4/2016,"Los Angeles, California, USA",Marco Polo Reyes,Dong Hyun Ma,win,2,0,135,83,0,2,0,0,Lightweight,KO/TKO,Punch,3,1:52
UFC 199: Rockhold vs. Bisping 2,6/4/2016,"Los Angeles, California, USA",Kevin Casey,Elvis Mutapcic,draw,0,0,59,64,2,0,0,0,Middleweight,S-DEC,,3,5:00
UFC Fight Night: Almeida vs Garbrandt,5/29/2016,"Las Vegas, Nevada, USA",Cody Garbrandt,Thomas Almeida,win,1,0,21,10,0,0,0,0,Bantamweight,KO/TKO,Punches,1,2:53
UFC Fight Night: Almeida vs Garbrandt,5/29/2016,"Las Vegas, Nevada, USA",Jeremy Stephens,Renan Barao,win,0,0,55,43,0,2,0,0,Featherweight,U-DEC,,3,5:00
UFC Fight Night: Almeida vs Garbrandt,5/29/2016,"Las Vegas, Nevada, USA",Rick Story,Tarec Saffiedine,win,0,0,58,32,0,0,0,0,Welterweight,U-DEC,,3,5:00
UFC Fight Night: Almeida vs Garbrandt,5/29/2016,"Las Vegas, Nevada, USA",Chris Camozzi,Vitor Miranda,win,0,0,43,27,1,1,0,0,Middleweight,U-DEC,,3,5:00
UFC Fight Night: Almeida vs Garbrandt,5/29/2016,"Las Vegas, Nevada, USA",Lorenz Larkin,Jorge Masvidal,win,0,0,44,48,1,1,0,2,Welterweight,S-DEC,,3,5:00
UFC Fight Night: Almeida vs Garbrandt,5/29/2016,"Las Vegas, Nevada, USA",Paul Felder,Joshua Burkman,win,0,0,41,40,0,3,0,0,Lightweight,U-DEC,,3,5:00
UFC Fight Night: Almeida vs Garbrandt,5/29/2016,"Las Vegas, Nevada, USA",Sara McMann,Jessica Eye,win,0,0,22,10,2,0,1,0,Women's Bantamweight,U-DEC,,3,5:00
UFC Fight Night: Almeida vs Garbrandt,5/29/2016,"Las Vegas, Nevada, USA",Abel Trujillo,Jordan Rinaldi,win,0,0,35,18,3,2,0,1,Lightweight,U-DEC,,3,5:00
UFC Fight Night: Almeida vs Garbrandt,5/29/2016,"Las Vegas, Nevada, USA",Jake Collier,Alberto Uda,win,1,0,27,15,1,1,0,0,Middleweight,KO/TKO,Spinning Back Kick,2,1:06
UFC Fight Night: Almeida vs Garbrandt,5/29/2016,"Las Vegas, Nevada, USA",Erik Koch,Shane Campbell,win,0,0,14,16,2,0,1,0,Lightweight,SUB,Rear Naked Choke,2,3:02
UFC Fight Night: Almeida vs Garbrandt,5/29/2016,"Las Vegas, Nevada, USA",Bryan Caraway,Aljamain Sterling,win,0,0,9,32,3,1,0,2,Bantamweight,S-DEC,,3,5:00
UFC Fight Night: Almeida vs Garbrandt,5/29/2016,"Las Vegas, Nevada, USA",Adam Milstead,Chris de la Rocha,win,0,0,58,39,0,0,0,0,Heavyweight,KO/TKO,Punches,2,4:01
UFC 198: Werdum vs Miocic,5/14/2016,"Curitiba, Parana, Brazil",Stipe Miocic,Fabricio Werdum,win,1,0,20,15,0,0,0,0,Heavyweight,KO/TKO,Punch,1,2:47
UFC 198: Werdum vs Miocic,5/14/2016,"Curitiba, Parana, Brazil",Jacare Souza,Vitor Belfort,win,0,0,39,4,1,0,0,0,Middleweight,KO/TKO,Punches,1,4:38
UFC 198: Werdum vs Miocic,5/14/2016,"Curitiba, Parana, Brazil",Cristiane Justino,Leslie Smith,win,1,0,26,2,0,0,0,0,Catch Weight,KO/TKO,Punch,1,1:21
UFC 198: Werdum vs Miocic,5/14/2016,"Curitiba, Parana, Brazil",Mauricio Rua,Corey Anderson,win,2,0,48,55,0,4,0,0,Light Heavyweight,S-DEC,,3,5:00
UFC 198: Werdum vs Miocic,5/14/2016,"Curitiba, Parana, Brazil",Bryan Barberena,Warlley Alves,win,0,0,120,79,0,0,0,1,Welterweight,U-DEC,,3,5:00
UFC 198: Werdum vs Miocic,5/14/2016,"Curitiba, Parana, Brazil",Demian Maia,Matt Brown,win,0,0,17,10,3,0,2,0,Welterweight,SUB,Rear Naked Choke,3,4:31
UFC 198: Werdum vs Miocic,5/14/2016,"Curitiba, Parana, Brazil",Thiago Santos,Nate Marquardt,win,2,0,16,7,0,0,0,0,Middleweight,KO/TKO,Punch,1,3:39
UFC 198: Werdum vs Miocic,5/14/2016,"Curitiba, Parana, Brazil",Francisco Trinaldo,Yancy Medeiros,win,0,1,117,51,2,0,0,0,Lightweight,U-DEC,,3,5:00
UFC 198: Werdum vs Miocic,5/14/2016,"Curitiba, Parana, Brazil",John Lineker,Rob Font,win,0,0,80,40,1,0,0,0,Bantamweight,U-DEC,,3,5:00
UFC 198: Werdum vs Miocic,5/14/2016,"Curitiba, Parana, Brazil",Rogerio Nogueira,Patrick Cummins,win,1,0,30,12,0,0,0,0,Light Heavyweight,KO/TKO,Punches,1,4:52
UFC 198: Werdum vs Miocic,5/14/2016,"Curitiba, Parana, Brazil",Renato Moicano,Zubaira Tukhugov,win,0,0,44,29,0,3,0,0,Featherweight,S-DEC,,3,5:00
UFC 198: Werdum vs Miocic,5/14/2016,"Curitiba, Parana, Brazil",Sergio Moraes,Luan Chagas,draw,0,1,28,46,0,0,1,0,Welterweight,S-DEC,,3,5:00
UFC Fight Night: Overeem vs Arlovski,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands",Alistair Overeem,Andrei Arlovski,win,1,0,23,16,1,0,0,0,Heavyweight,KO/TKO,Punch,2,1:12
UFC Fight Night: Overeem vs Arlovski,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands",Stefan Struve,Antonio Silva,win,1,0,13,0,0,0,0,0,Heavyweight,KO/TKO,Punch,1,0:16
UFC Fight Night: Overeem vs Arlovski,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands",Gunnar Nelson,Albert Tumenov,win,0,0,29,23,2,0,1,0,Welterweight,SUB,Rear Naked Choke,2,3:15
UFC Fight Night: Overeem vs Arlovski,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands",Germaine de Randamie,Anna Elmose,win,1,0,18,6,0,0,0,0,Women's Bantamweight,KO/TKO,Knee,1,3:46
UFC Fight Night: Overeem vs Arlovski,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands",Nikita Krylov,Francimar Barroso,win,0,0,58,22,0,2,1,0,Light Heavyweight,SUB,Rear Naked Choke,2,3:11
UFC Fight Night: Overeem vs Arlovski,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands",Karolina Kowalkiewicz,Heather Clark,win,0,0,119,70,0,0,0,0,Women's Strawweight,U-DEC,,3,5:00
UFC Fight Night: Overeem vs Arlovski,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands",Rustam Khabilov,Chris Wade,win,0,1,50,25,6,0,0,0,Lightweight,U-DEC,,3,5:00
UFC Fight Night: Overeem vs Arlovski,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands",Magnus Cedenblad,Garreth McLellan,win,1,0,21,12,0,0,0,0,Middleweight,KO/TKO,Kick,2,0:47
UFC Fight Night: Overeem vs Arlovski,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands",Josh Emmett,Jon Tuck,win,0,0,54,53,0,0,0,0,Lightweight,S-DEC,,3,5:00
UFC Fight Night: Overeem vs Arlovski,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands",Reza Madadi,Yan Cabral,win,0,0,27,32,1,1,0,0,Lightweight,KO/TKO,Punch,3,1:56
UFC Fight Night: Overeem vs Arlovski,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands",Kyoji Horiguchi,Neil Seery,win,2,0,72,40,6,0,0,1,Flyweight,U-DEC,,3,5:00
UFC Fight Night: Overeem vs Arlovski,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands",Leon Edwards,Dominic Waters,win,0,0,24,3,2,4,1,0,Welterweight,U-DEC,,3,5:00
UFC Fight Night: Overeem vs Arlovski,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands",Yuta Sasaki,Willie Gates,win,0,0,7,13,4,0,1,0,Flyweight,SUB,Rear Naked Choke,2,3:30
UFC 197: Jones vs Saint Preux,4/23/2016,"Las Vegas, Nevada, USA",Jon Jones,Ovince Saint Preux,win,0,0,105,57,3,0,0,0,Light Heavyweight,U-DEC,,5,5:00
UFC 197: Jones vs Saint Preux,4/23/2016,"Las Vegas, Nevada, USA",Demetrious Johnson,Henry Cejudo,win,1,0,21,6,0,1,0,0,Flyweight,KO/TKO,Knees,1,2:49
UFC 197: Jones vs Saint Preux,4/23/2016,"Las Vegas, Nevada, USA",Edson Barboza,Anthony Pettis,win,0,0,73,48,0,0,0,0,Lightweight,U-DEC,,3,5:00
UFC 197: Jones vs Saint Preux,4/23/2016,"Las Vegas, Nevada, USA",Robert Whittaker,Rafael Natal,win,0,0,89,62,0,0,0,0,Middleweight,U-DEC,,3,5:00
UFC 197: Jones vs Saint Preux,4/23/2016,"Las Vegas, Nevada, USA",Yair Rodriguez,Andre Fili,win,1,0,25,11,2,1,0,0,Featherweight,KO/TKO,Kick,2,2:15
UFC 197: Jones vs Saint Preux,4/23/2016,"Las Vegas, Nevada, USA",Sergio Pettis,Chris Kelades,win,0,0,61,35,2,1,0,0,Flyweight,U-DEC,,3,5:00
UFC 197: Jones vs Saint Preux,4/23/2016,"Las Vegas, Nevada, USA",Danny Roberts,Dominique Steele,win,0,1,60,34,0,6,0,0,Welterweight,U-DEC,,3,5:00
UFC 197: Jones vs Saint Preux,4/23/2016,"Las Vegas, Nevada, USA",Carla Esparza,Juliana Lima,win,0,0,28,26,5,0,0,0,Women's Strawweight,U-DEC,,3,5:00
UFC 197: Jones vs Saint Preux,4/23/2016,"Las Vegas, Nevada, USA",James Vick,Glaico Franca Moreira,win,0,0,94,39,0,4,0,0,Lightweight,U-DEC,,3,5:00
UFC 197: Jones vs Saint Preux,4/23/2016,"Las Vegas, Nevada, USA",Walt Harris,Cody East,win,1,0,31,26,0,0,0,0,Heavyweight,KO/TKO,Punches,1,4:18
UFC 197: Jones vs Saint Preux,4/23/2016,"Las Vegas, Nevada, USA",Marcos Rogerio de Lima,Clint Hester,win,1,0,29,0,0,0,1,0,Light Heavyweight,SUB,Arm Triangle,1,4:35
UFC 197: Jones vs Saint Preux,4/23/2016,"Las Vegas, Nevada, USA",Kevin Lee,Efrain Escudero,win,0,0,64,70,1,1,1,0,Lightweight,U-DEC,,3,5:00
UFC on FOX: Teixeira vs Evans,4/16/2016,"Tampa, Florida, USA",Glover Teixeira,Rashad Evans,win,1,0,6,7,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,1:48
UFC on FOX: Teixeira vs Evans,4/16/2016,"Tampa, Florida, USA",Rose Namajunas,Tecia Torres,win,0,0,46,61,2,0,0,0,Women's Strawweight,U-DEC,,3,5:00
UFC on FOX: Teixeira vs Evans,4/16/2016,"Tampa, Florida, USA",Khabib Nurmagomedov,Darrell Horcher,win,0,0,75,6,2,0,0,0,Catch Weight,KO/TKO,Punches,2,3:38
UFC on FOX: Teixeira vs Evans,4/16/2016,"Tampa, Florida, USA",Cub Swanson,Hacran Dias,win,2,0,83,55,0,0,0,0,Featherweight,U-DEC,,3,5:00
UFC on FOX: Teixeira vs Evans,4/16/2016,"Tampa, Florida, USA",Michael Chiesa,Beneil Dariush,win,0,0,11,27,1,1,2,0,Lightweight,SUB,Rear Naked Choke,2,1:20
UFC on FOX: Teixeira vs Evans,4/16/2016,"Tampa, Florida, USA",Raquel Pennington,Bethe Correia,win,0,0,75,66,0,0,0,0,Women's Bantamweight,S-DEC,,3,5:00
UFC on FOX: Teixeira vs Evans,4/16/2016,"Tampa, Florida, USA",Santiago Ponzinibbio,Court McGee,win,1,0,38,35,0,0,0,0,Welterweight,KO/TKO,Punch,1,4:15
UFC on FOX: Teixeira vs Evans,4/16/2016,"Tampa, Florida, USA",Michael Graves,Randy Brown,win,0,0,11,10,2,0,1,1,Welterweight,SUB,Rear Naked Choke,2,2:31
UFC on FOX: Teixeira vs Evans,4/16/2016,"Tampa, Florida, USA",John Dodson,Manvel Gamburyan,win,1,0,16,2,0,0,0,0,Bantamweight,KO/TKO,Punches,1,0:37
UFC on FOX: Teixeira vs Evans,4/16/2016,"Tampa, Florida, USA",Cezar Ferreira,Oluwale Bamgbose,win,0,1,26,20,3,0,0,0,Middleweight,U-DEC,,3,5:00
UFC on FOX: Teixeira vs Evans,4/16/2016,"Tampa, Florida, USA",Elizeu Zaleski dos Santos,Omari Akhmedov,win,0,0,72,36,0,3,1,1,Welterweight,KO/TKO,Knee,3,3:03
UFC Fight Night: Rothwell vs Dos Santos,4/10/2016,"Zagreb, Croatia",Junior Dos Santos,Ben Rothwell,win,0,0,157,77,0,0,0,0,Heavyweight,U-DEC,,5,5:00
UFC Fight Night: Rothwell vs Dos Santos,4/10/2016,"Zagreb, Croatia",Derrick Lewis,Gabriel Gonzaga,win,1,0,17,5,0,1,0,0,Heavyweight,KO/TKO,Punches,1,4:48
UFC Fight Night: Rothwell vs Dos Santos,4/10/2016,"Zagreb, Croatia",Francis Ngannou,Curtis Blaydes,win,0,0,36,24,0,2,0,0,Heavyweight,KO/TKO,,2,5:00
UFC Fight Night: Rothwell vs Dos Santos,4/10/2016,"Zagreb, Croatia",Timothy Johnson,Marcin Tybura,win,0,0,45,48,0,1,0,0,Heavyweight,U-DEC,,3,5:00
UFC Fight Night: Rothwell vs Dos Santos,4/10/2016,"Zagreb, Croatia",Jan Blachowicz,Igor Pokrajac,win,0,0,98,35,4,0,0,0,Light Heavyweight,U-DEC,,3,5:00
UFC Fight Night: Rothwell vs Dos Santos,4/10/2016,"Zagreb, Croatia",Maryna Moroz,Cristina Stanciu,win,0,0,35,39,1,1,1,2,Women's Strawweight,U-DEC,,3,5:00
UFC Fight Night: Rothwell vs Dos Santos,4/10/2016,"Zagreb, Croatia",Zak Cummings,Nicolas Dalby,win,1,0,56,57,1,0,1,0,Welterweight,U-DEC,,3,5:00
UFC Fight Night: Rothwell vs Dos Santos,4/10/2016,"Zagreb, Croatia",Alejandro Perez,Ian Entwistle,win,0,0,48,0,0,0,0,1,Bantamweight,KO/TKO,Punches,1,4:04
UFC Fight Night: Rothwell vs Dos Santos,4/10/2016,"Zagreb, Croatia",Mairbek Taisumov,Damir Hadzovic,win,1,0,25,11,0,0,0,0,Lightweight,KO/TKO,Punch,1,3:44
UFC Fight Night: Rothwell vs Dos Santos,4/10/2016,"Zagreb, Croatia",Damian Stasiak,Filip Pejic,win,0,0,2,0,2,0,1,0,Bantamweight,SUB,Rear Naked Choke,1,2:16
UFC Fight Night: Rothwell vs Dos Santos,4/10/2016,"Zagreb, Croatia",Lucas Martins,Robert Whiteford,win,0,0,30,45,0,1,0,0,Featherweight,S-DEC,,3,5:00
UFC Fight Night: Rothwell vs Dos Santos,4/10/2016,"Zagreb, Croatia",Jared Cannonier,Cyril Asker,win,1,0,27,13,0,0,0,0,Heavyweight,KO/TKO,Punch,1,2:44
UFC Fight Night: Rothwell vs Dos Santos,4/10/2016,"Zagreb, Croatia",Bojan Velickovic,Alessio Di Chirico,win,0,0,45,65,1,2,1,0,Middleweight,U-DEC,,3,5:00
UFC Fight Night: Hunt vs Mir,3/19/2016,"Brisbane, Queensland, Australia",Mark Hunt,Frank Mir,win,1,0,8,1,0,0,0,0,Heavyweight,KO/TKO,Punch,1,3:01
UFC Fight Night: Hunt vs Mir,3/19/2016,"Brisbane, Queensland, Australia",Neil Magny,Hector Lombard,win,0,2,148,60,1,1,2,0,Welterweight,KO/TKO,Punches,3,0:46
UFC Fight Night: Hunt vs Mir,3/19/2016,"Brisbane, Queensland, Australia",Jake Matthews,Johnny Case,win,0,0,36,35,0,1,2,0,Lightweight,SUB,Rear Naked Choke,3,4:45
UFC Fight Night: Hunt vs Mir,3/19/2016,"Brisbane, Queensland, Australia",Daniel Kelly,Antonio Carlos Junior,win,0,0,37,33,0,2,0,0,Middleweight,KO/TKO,Punches,3,1:36
UFC Fight Night: Hunt vs Mir,3/19/2016,"Brisbane, Queensland, Australia",Steve Bosse,James Te Huna,win,1,0,5,1,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,0:52
UFC Fight Night: Hunt vs Mir,3/19/2016,"Brisbane, Queensland, Australia",Bec Rawlings,Seo Hee Ham,win,0,0,77,92,1,0,0,1,Women's Strawweight,U-DEC,,3,5:00
UFC Fight Night: Hunt vs Mir,3/19/2016,"Brisbane, Queensland, Australia",Alan Jouban,Brendan O'Reilly,win,1,0,32,8,0,1,0,0,Welterweight,KO/TKO,Elbow,1,2:15
UFC Fight Night: Hunt vs Mir,3/19/2016,"Brisbane, Queensland, Australia",Dan Hooker,Mark Eddiva,win,0,0,5,4,0,0,1,0,Featherweight,SUB,Guillotine Choke,1,1:24
UFC Fight Night: Hunt vs Mir,3/19/2016,"Brisbane, Queensland, Australia",Leslie Smith,Rin Nakai,win,0,0,62,31,0,3,0,1,Women's Bantamweight,U-DEC,,3,5:00
UFC Fight Night: Hunt vs Mir,3/19/2016,"Brisbane, Queensland, Australia",Viscardi Andrade,Richard Walsh,win,0,1,38,46,5,1,1,0,Welterweight,U-DEC,,3,5:00
UFC Fight Night: Hunt vs Mir,3/19/2016,"Brisbane, Queensland, Australia",Ross Pearson,Chad Laprise,win,0,0,52,78,0,0,0,0,Lightweight,S-DEC,,3,5:00
UFC Fight Night: Hunt vs Mir,3/19/2016,"Brisbane, Queensland, Australia",Alan Patrick,Damien Brown,win,0,0,25,15,5,1,1,1,Lightweight,U-DEC,,3,5:00
UFC 196: McGregor vs Diaz,3/5/2016,"Las Vegas, Nevada, USA",Nate Diaz,Conor McGregor,win,0,0,77,61,1,0,2,0,Welterweight,SUB,Rear Naked Choke,2,4:12
UFC 196: McGregor vs Diaz,3/5/2016,"Las Vegas, Nevada, USA",Miesha Tate,Holly Holm,win,0,0,40,59,2,0,2,0,Women's Bantamweight,SUB,Rear Naked Choke,5,3:30
UFC 196: McGregor vs Diaz,3/5/2016,"Las Vegas, Nevada, USA",Ilir Latifi,Gian Villante,win,0,0,30,23,3,0,0,0,Light Heavyweight,U-DEC,,3,5:00
UFC 196: McGregor vs Diaz,3/5/2016,"Las Vegas, Nevada, USA",Corey Anderson,Tom Lawlor,win,0,0,55,31,1,1,0,0,Light Heavyweight,U-DEC,,3,5:00
UFC 196: McGregor vs Diaz,3/5/2016,"Las Vegas, Nevada, USA",Amanda Nunes,Valentina Shevchenko,win,0,0,39,28,2,1,2,0,Women's Bantamweight,U-DEC,,3,5:00
UFC 196: McGregor vs Diaz,3/5/2016,"Las Vegas, Nevada, USA",Siyar Bahadurzada,Brandon Thatch,win,0,0,84,30,3,1,1,0,Welterweight,SUB,Arm Triangle,3,4:11
UFC 196: McGregor vs Diaz,3/5/2016,"Las Vegas, Nevada, USA",Nordine Taleb,Erick Silva,win,1,0,26,11,1,0,0,0,Welterweight,KO/TKO,Punch,2,1:34
UFC 196: McGregor vs Diaz,3/5/2016,"Las Vegas, Nevada, USA",Vitor Miranda,Marcelo Guimaraes,win,0,0,46,23,0,1,0,0,Middleweight,KO/TKO,Kick,2,1:09
UFC 196: McGregor vs Diaz,3/5/2016,"Las Vegas, Nevada, USA",Darren Elkins,Chas Skelly,win,0,0,104,27,7,0,0,2,Featherweight,U-DEC,,3,5:00
UFC 196: McGregor vs Diaz,3/5/2016,"Las Vegas, Nevada, USA",Diego Sanchez,Jim Miller,win,0,0,48,56,2,0,0,0,Lightweight,U-DEC,,3,5:00
UFC 196: McGregor vs Diaz,3/5/2016,"Las Vegas, Nevada, USA",Jason Saggo,Justin Salas,win,0,0,20,1,0,1,0,0,Lightweight,KO/TKO,Punches,1,4:31
UFC 196: McGregor vs Diaz,3/5/2016,"Las Vegas, Nevada, USA",Teruto Ishihara,Julian Erosa,win,1,0,27,16,0,1,0,0,Featherweight,KO/TKO,Punch,2,0:34
